City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
330,kenai,60.5544,-151.2583,-1.0600000000000023,97,100,0.0,US,1699673782
331,morehead city,34.7229,-76.726,14.430000000000007,80,100,5.14,US,1699673782
332,araxa,-19.5933,-46.9406,19.710000000000036,39,47,1.84,BR,1699673643
333,toliara,-23.35,43.6667,21.810000000000002,61,0,6.97,MG,1699673783
334,nainpur,22.4333,80.1167,26.5,45,0,1.33,IN,1699673783
335,nova vicosa,-17.8919,-39.3719,24.379999999999995,86,17,5.26,BR,1699673783
336,nenagh bridge,52.8817,-8.1958,3.660000000000025,94,37,1.02,IE,1699673784
337,north battleford,52.7834,-108.2847,-0.8899999999999864,93,0,5.66,CA,1699673784
338,nikol'sk,53.7189,46.0712,0.22000000000002728,96,31,2.48,RU,1699673784
339,raja,8.4596,25.678,22.78000000000003,85,100,1.44,SS,1699673785
340,kamaishi,39.2667,141.8833,8.260000000000048,51,12,7.14,JP,1699673785
341,dangriga,16.9692,-88.2321,26.160000000000025,86,14,1.24,BZ,1699673786
342,pikalevo,59.5183,34.1664,4.2900000000000205,89,100,3.06,RU,1699673786
343,urengoy,65.9667,78.3667,-5.759999999999991,94,100,2.54,RU,1699673786
344,tofol,5.3248,163.0078,26.879999999999995,78,100,5.66,FM,1699673787
345,west end,26.6833,-78.9667,26.05000000000001,79,37,6.66,BS,1699673787
346,queenstown,-31.8976,26.8753,21.480000000000018,27,93,2.27,ZA,1699673787
347,taoudenni,22.6783,-3.9836,22.160000000000025,19,0,3.69,ML,1699673788
348,el alto,-4.2714,-81.2147,19.5,79,30,6.86,PE,1699673788
349,kapuskasing,49.4169,-82.4331,-2.9499999999999886,93,100,3.09,CA,1699673788
350,ingeniero jacobacci,-41.3427,-69.5448,9.120000000000005,55,26,6.83,AR,1699673789
351,illizi,26.4833,8.4667,15.890000000000043,22,1,0.65,DZ,1699673789
352,bac lieu,9.285,105.7244,29.25,76,100,7.86,VN,1699673790
353,kurkino,53.4257,38.6582,2.2700000000000387,92,100,3.53,RU,1699673790
354,port lincoln,-34.7333,135.8667,16.610000000000014,55,92,8.28,AU,1699673790
355,las animas,-39.8087,-73.2182,11.080000000000041,98,98,4.75,CL,1699673791
356,egilsstadir,65.2653,-14.3948,-6.0499999999999545,93,0,2.57,IS,1699673791
357,kapa'a,22.0752,-159.319,27.99000000000001,85,75,5.66,US,1699673791
358,prince albert,53.2001,-105.7677,-8.029999999999973,93,0,4.12,CA,1699673723
359,inirida,3.8653,-67.9239,22.980000000000018,93,85,0.86,CO,1699673792
360,arraial do cabo,-22.9661,-42.0278,22.49000000000001,92,25,1.48,BR,1699673792
361,korsakov,46.6328,142.7813,-1.089999999999975,76,100,10.39,RU,1699673793
362,shahdol,23.2833,81.35,27.560000000000002,40,0,0.71,IN,1699673793
363,afif,23.9065,42.9172,19.230000000000018,35,100,3.03,SA,1699673794
364,crane,31.3974,-102.3501,11.100000000000023,62,100,4.45,US,1699673794
365,baihe,22.15,107.2333,30.670000000000016,56,24,0.76,CN,1699673794
366,rahachow,53.0934,30.0495,5.8799999999999955,90,100,5.59,BY,1699673795
367,urangan,-25.3,152.9,23.900000000000034,65,49,6.82,AU,1699673795
368,boa vista,2.8197,-60.6733,28.99000000000001,61,0,3.6,BR,1699673796
369,ponta delgada,37.7333,-25.6667,22.33000000000004,94,75,8.75,PT,1699673796
370,tamanrasset,22.785,5.5228,12.950000000000045,18,0,1.03,DZ,1699673796
371,okhotsk,59.3833,143.3,-14.039999999999964,79,4,9.21,RU,1699673625
372,zelenoborskiy,66.845,32.3622,-12.409999999999968,91,18,2.73,RU,1699673797
373,coruripe,-10.1256,-36.1756,24.090000000000032,80,27,3.78,BR,1699673672
374,volokolamsk,56.0336,35.9694,2.930000000000007,90,100,4.4,RU,1699673798
375,karratha,-20.7377,116.8463,32.55000000000001,31,0,8.51,AU,1699673798
376,cockburn town,21.4612,-71.1419,27.980000000000018,74,40,6.69,TC,1699673798
377,orito,0.6766,-76.8771,22.52000000000004,93,86,0.95,CO,1699673799
378,atoluca,19.8608,-97.3481,15.230000000000018,98,89,0.94,MX,1699673799
379,mabaruma,8.2,-59.7833,25.510000000000048,88,21,1.97,GY,1699673800
380,nema,57.5067,50.5011,1.240000000000009,88,100,4.32,RU,1699673800
381,guiyang,26.5833,106.7167,14.270000000000039,88,100,3.0,CN,1699673800
382,hirara,24.8,125.2833,25.920000000000016,88,75,8.23,JP,1699673516
383,susuman,62.7833,148.1667,-25.549999999999983,98,89,0.71,RU,1699673801
384,mount pearl,47.5166,-52.7813,2.3000000000000114,92,100,10.8,CA,1699673761
385,anloga,5.7947,0.8973,27.650000000000034,83,80,6.46,GH,1699673802
386,nuuk,64.1835,-51.7216,-5.659999999999968,68,23,5.66,GL,1699673802
387,mpika,-11.8343,31.4529,17.730000000000018,87,100,3.16,ZM,1699673802
388,mthatha,-31.5889,28.7844,21.310000000000002,68,85,0.51,ZA,1699673803
389,esmeralda,21.8525,-78.1169,25.620000000000005,88,29,5.02,CU,1699673803
390,souillac,-20.5167,57.5167,25.210000000000036,83,40,1.03,MU,1699673803
391,nova sintra,14.8667,-24.7167,22.210000000000036,69,27,3.86,CV,1699673804
392,ganshui,28.7422,106.7111,19.310000000000002,72,100,1.7,CN,1699673804
393,robat karim,35.4846,51.0829,12.920000000000016,66,0,3.09,IR,1699673804
394,panaba,21.2833,-88.2667,24.0,95,15,3.09,MX,1699673805
395,petropavlovsk-kamchatsky,53.0452,158.6483,1.330000000000041,98,75,1.79,RU,1699673805
396,ridder,50.355,83.5133,2.9600000000000364,90,99,1.51,KZ,1699673805
397,kokopo,-4.352,152.2633,28.33000000000004,75,100,4.9,PG,1699673806
398,masterton,-40.9597,175.6575,15.490000000000009,37,6,1.05,NZ,1699673806
399,maumere,-8.6199,122.2111,30.08000000000004,65,23,0.36,ID,1699673806
400,fortuna,40.5982,-124.1573,12.03000000000003,95,100,2.06,US,1699673807
401,gadzhiyevo,69.2551,33.3362,-0.8299999999999841,84,83,7.99,RU,1699673807
402,burntisland,56.0625,-3.2318,6.5400000000000205,83,71,2.56,GB,1699673808
403,kupino,54.3663,77.2981,0.9900000000000091,98,100,3.88,RU,1699673808
404,pangkalpinang,-2.1333,106.1333,32.44,55,32,2.75,ID,1699673808
405,santa elena de uairen,4.6167,-61.1333,22.230000000000018,73,63,1.66,VE,1699673809
406,fisterra,42.9049,-9.2629,16.53000000000003,96,100,8.6,ES,1699673809
407,castillos,-34.1667,-53.8333,15.910000000000025,94,100,8.25,UY,1699673809
408,patrocinio,-18.9439,-46.9925,21.970000000000027,30,6,2.29,BR,1699673810
409,newman,37.3138,-121.0208,13.490000000000009,34,96,1.76,US,1699673810
410,sechura,-5.5569,-80.8222,20.52000000000004,73,33,5.63,PE,1699673810
411,uliastay,47.7417,96.8444,-9.819999999999993,69,2,1.46,MN,1699673811
412,menongue,-14.6585,17.691,18.350000000000023,86,100,1.89,AO,1699673811
413,luderitz,-26.6481,15.1594,15.580000000000041,89,7,5.74,NA,1699673811
414,la paz,-16.5,-68.15,9.760000000000048,82,75,2.06,BO,1699673812
415,san ignacio,17.1561,-89.0714,26.08000000000004,94,0,0.0,BZ,1699673812
416,margate,51.3813,1.3862,5.390000000000043,89,6,3.13,GB,1699673699
417,makarov,48.6333,142.8,-1.92999999999995,70,100,5.71,RU,1699673813
418,tambopata,-12.7333,-69.1833,22.920000000000016,92,28,1.1,PE,1699673813
419,lembeni,-3.7833,37.6167,20.640000000000043,85,96,1.61,TZ,1699673814
420,majene,-3.5403,118.9707,31.180000000000007,57,54,2.37,ID,1699673814
421,bagasra,21.4833,70.95,30.53000000000003,32,0,4.75,IN,1699673814
422,kobryn,52.2138,24.3564,4.930000000000007,79,100,2.79,BY,1699673815
423,motueka,-41.1333,173.0167,16.510000000000048,66,20,2.92,NZ,1699673815
424,yuxi,24.355,102.5422,22.54000000000002,52,0,4.7,CN,1699673815
425,ak-dovurak,51.1833,90.6,-14.379999999999995,96,100,0.45,RU,1699673816
426,mulanje,-16.0316,35.5,20.730000000000018,85,94,2.08,MW,1699673816
427,beeskow,52.1667,14.25,4.080000000000041,91,81,2.29,DE,1699673817
428,iwanai,42.9744,140.5089,1.670000000000016,66,97,9.45,JP,1699673817
429,thurso,58.5927,-3.5259,6.03000000000003,75,89,6.16,GB,1699673742
430,puerto rico,-26.796,-55.024,24.670000000000016,85,26,2.04,AR,1699673542
431,avarua,-21.2078,-159.775,25.03000000000003,88,75,1.54,CK,1699673678
432,kudahuvadhoo,2.6708,72.8944,27.5,80,99,4.12,MV,1699673819
433,tyrnava,64.7647,25.6523,-4.389999999999986,93,81,1.68,FI,1699673819
434,alice springs,-23.7,133.8833,34.75,23,1,2.06,AU,1699673820
435,uthal,25.8072,66.6219,28.350000000000023,14,0,1.77,PK,1699673820
436,santa cruz,-17.8,-63.1667,29.700000000000045,58,14,6.17,BO,1699673820
437,okha,53.5739,142.9478,-3.919999999999959,73,100,7.73,RU,1699673821
438,valparaiso,-33.0393,-71.6273,13.800000000000011,100,75,1.03,CL,1699673723
439,ulladulla,-35.35,150.4667,35.98000000000002,51,46,8.32,AU,1699673821
440,cabedelo,-6.9811,-34.8339,26.370000000000005,76,9,6.11,BR,1699673822
441,kayangel,8.0823,134.7173,29.310000000000002,75,97,5.89,PW,1699673822
442,amahai,-3.3333,128.9167,29.850000000000023,68,74,3.57,ID,1699673823
443,kavaratti,10.5669,72.642,28.400000000000034,74,82,2.29,IN,1699673823
444,sovetskaya gavan',48.9723,140.2878,-4.939999999999998,73,100,4.83,RU,1699673823
445,garzon,2.1959,-75.6278,21.260000000000048,95,98,1.04,CO,1699673758
446,vega de alatorre,20.0333,-96.6333,24.49000000000001,84,40,0.39,MX,1699673824
447,astrakhan,46.3497,48.0408,0.9300000000000068,100,0,1.0,RU,1699673824
448,vuktyl,63.8567,57.3094,-3.829999999999984,98,82,1.34,RU,1699673825
449,alaminos,14.0639,121.2465,29.08000000000004,63,99,3.42,PH,1699673825
450,vera,-29.4593,-60.2126,27.730000000000018,73,100,2.81,AR,1699673825
451,luanco,43.6152,-5.7934,13.490000000000009,99,100,5.51,ES,1699673826
452,santanyi,39.3546,3.1291,15.350000000000023,71,35,5.86,ES,1699673826
453,yaren,-0.5472,166.916,28.480000000000018,81,99,12.45,NR,1699673827
454,salekhard,66.53,66.6019,-11.870000000000005,95,100,2.24,RU,1699673827
455,hasaki,35.7333,140.8333,13.220000000000027,61,100,10.29,JP,1699673827
456,cox's bazar,21.4532,91.9798,26.629999999999995,60,1,3.23,BD,1699673828
457,mazamari,-11.3258,-74.5308,22.05000000000001,81,38,1.05,PE,1699673828
458,pandan,14.0453,124.1694,29.53000000000003,71,100,3.57,PH,1699673828
459,ta`u,-14.2336,-169.5144,27.960000000000036,77,27,1.69,AS,1699673829
460,pemba,-12.974,40.5178,26.390000000000043,89,75,3.6,MZ,1699673829
461,ghanzi,-21.5667,21.7833,23.879999999999995,41,81,6.47,BW,1699673830
462,ulaangom,49.9811,92.0667,-7.069999999999993,92,100,1.95,MN,1699673830
463,kalmunai,7.4167,81.8167,28.670000000000016,73,7,2.21,LK,1699673830
464,kralendijk,12.15,-68.2667,28.99000000000001,79,72,6.69,BQ,1699673831
465,arteche,12.2645,125.4048,28.950000000000045,74,40,2.43,PH,1699673831
466,hilo,19.7297,-155.09,23.470000000000027,94,100,2.57,US,1699673831
467,magadan,59.5667,150.8,-13.21999999999997,74,14,4.53,RU,1699673832
468,howard springs,-12.497,131.047,32.950000000000045,54,49,3.0,AU,1699673832
469,south hedland,-20.4089,118.5983,31.960000000000036,58,0,6.17,AU,1699673832
470,saudarkrokur,65.7461,-19.6394,-1.1200000000000045,82,96,2.68,IS,1699673833
471,bhimunipatnam,17.8833,83.4333,26.730000000000018,56,0,2.19,IN,1699673833
472,cadale,2.7603,46.3222,26.82000000000005,81,100,4.35,SO,1699673833
473,olyokminsk,60.3736,120.4264,-7.169999999999959,81,100,3.81,RU,1699673834
474,hargeysa,9.56,44.065,16.77000000000004,89,100,5.0,SO,1699673834
475,kushiro,42.975,144.3747,5.53000000000003,45,20,9.26,JP,1699673834
476,hithadhoo,-0.6,73.0833,27.200000000000045,83,45,6.53,MV,1699673835
477,horta,38.5333,-28.6333,19.230000000000018,89,31,9.19,PT,1699673836
478,pauini,-7.7136,-66.9764,25.980000000000018,68,16,1.15,BR,1699673836
479,belomorsk,64.5232,34.7668,-5.1200000000000045,97,93,2.24,RU,1699673837
480,kalispell,48.1958,-114.3129,4.100000000000023,69,100,2.57,US,1699673810
481,nanakuli,21.3906,-158.1547,27.970000000000027,63,40,6.17,US,1699673837
482,blenheim,-41.516,173.9528,18.07000000000005,65,0,2.24,NZ,1699673838
483,auki,-8.7676,160.7034,26.03000000000003,91,100,4.67,SB,1699673838
484,boysun,38.2061,67.1986,12.920000000000016,14,100,1.16,UZ,1699673838
485,buenaventura,3.8801,-77.0312,24.340000000000032,97,100,1.25,CO,1699673839
486,kailua-kona,19.6406,-155.9956,26.980000000000018,79,100,2.57,US,1699673839
487,altai,46.3722,96.2583,-8.979999999999961,73,13,0.79,MN,1699673840
488,korla,41.7597,86.1469,5.340000000000032,71,100,5.49,CN,1699673840
489,howrah,22.5892,88.3103,26.0,69,5,2.06,IN,1699673841
490,nguigmi,14.2495,13.1092,25.870000000000005,29,80,4.51,NE,1699673841
491,krasyliv,49.6519,26.9725,9.189999999999998,80,100,7.47,UA,1699673842
492,semirara,12.0697,121.3986,28.55000000000001,79,29,8.34,PH,1699673842
493,terenozek,45.05,64.9833,10.410000000000025,47,100,6.41,KZ,1699673842
494,tangalle,6.024,80.7911,29.090000000000032,73,7,1.64,LK,1699673843
495,sandnessjoen,66.0217,12.6316,-1.7099999999999795,68,0,7.98,NO,1699673843
496,mejit,10.2753,170.8646,27.850000000000023,82,100,9.17,MH,1699673844
497,shizunai-furukawacho,42.3339,142.3669,4.150000000000034,60,94,13.22,JP,1699673738
498,collie,-33.3667,116.15,23.840000000000032,31,93,4.38,AU,1699673844
499,cuilapa,14.2764,-90.3003,22.689999999999998,84,46,2.4,GT,1699673845
500,jiangyou,31.7667,104.7167,15.310000000000002,86,100,1.41,CN,1699673845
501,tomatlan,19.9333,-105.25,23.660000000000025,94,100,1.3,MX,1699673846
502,remire-montjoly,4.9167,-52.2667,27.129999999999995,84,11,6.1,GF,1699673846
503,rosarito,32.3333,-117.0333,17.180000000000007,56,39,2.76,MX,1699673609
504,sao vicente,-23.9631,-46.3919,26.100000000000023,26,46,0.83,BR,1699673847
505,rabo de peixe,37.8,-25.5833,21.660000000000025,99,75,8.75,PT,1699673847
506,milagros,12.2181,123.5095,30.950000000000045,66,44,3.61,PH,1699673847
507,syas'stroy,60.1367,32.5691,5.53000000000003,90,100,4.28,RU,1699673848
508,mohammedia,33.7066,-7.3944,15.110000000000014,100,0,1.54,MA,1699673848
509,al muwayh,22.4333,41.7583,20.29000000000002,33,73,4.78,SA,1699673848
510,yerofey pavlovich,53.9667,121.9667,-6.269999999999982,42,54,4.2,RU,1699673849
511,hami,42.8,93.45,6.720000000000027,20,100,1.19,CN,1699673849
512,adelaide,-34.9333,138.6,27.25,41,0,7.72,AU,1699673758
513,issa,53.8705,44.8578,0.6400000000000432,97,68,2.45,RU,1699673850
514,palikir - national government center,6.9248,158.1611,31.410000000000025,74,100,5.14,FM,1699673850
515,andergrove,-21.0833,149.1833,30.360000000000014,64,6,6.63,AU,1699673851
516,northam,51.0333,-4.2167,10.340000000000032,85,67,5.39,GB,1699673851
517,niteroi,-22.8833,-43.1036,24.220000000000027,86,40,3.6,BR,1699673851
518,puerto baquerizo moreno,-0.9,-89.6,24.28000000000003,82,38,5.28,EC,1699673852
519,fort mcmurray,56.7268,-111.381,-2.2299999999999613,93,20,2.57,CA,1699673852
520,piacabucu,-10.4056,-36.4344,24.57000000000005,77,39,3.85,BR,1699673853
521,bel ombre,-4.6167,55.4167,25.910000000000025,89,75,0.51,SC,1699673853
522,bogo,11.0517,124.0055,30.410000000000025,62,22,2.36,PH,1699673854
523,adam,22.3756,57.5233,24.200000000000045,58,27,1.39,OM,1699673854
524,belmonte,-15.8631,-38.8828,24.189999999999998,88,6,3.77,BR,1699673854
525,pathein,16.7833,94.7333,29.710000000000036,71,76,2.98,MM,1699673855
526,tianshui,34.5439,105.6897,5.210000000000036,74,100,1.59,CN,1699673855
527,bonadelle ranchos-madera ranchos,36.9847,-119.8746,14.920000000000016,32,85,1.82,US,1699673855
528,oxelosund,58.6706,17.1015,5.210000000000036,93,75,2.06,SE,1699673856
529,naantali,60.4674,22.0243,8.230000000000018,95,100,1.54,FI,1699673856
530,opuwo,-18.0607,13.84,20.650000000000034,41,80,1.1,NA,1699673856
531,kharkhorin,47.1975,102.8238,-9.229999999999961,66,1,1.42,MN,1699673857
532,mongo,12.1844,18.693,25.32000000000005,41,56,0.83,TD,1699673857
533,contamana,-7.3333,-75.0167,23.560000000000002,76,16,1.04,PE,1699673857
534,pale,43.8161,18.5694,5.860000000000014,100,75,0.51,BA,1699673858
535,gizo,-8.103,156.8419,27.920000000000016,77,100,8.48,SB,1699673858
536,churachandpur,24.3333,93.6667,23.620000000000005,55,4,0.94,IN,1699673858
537,kendari,-3.945,122.4989,33.52000000000004,41,42,3.35,ID,1699673859
538,bamboo flat,11.7,92.7167,29.05000000000001,79,40,3.09,IN,1699673859
539,iquique,-20.2208,-70.1431,18.02000000000004,87,41,0.62,CL,1699673859
540,qamdo,31.1667,97.2333,2.390000000000043,37,99,2.51,CN,1699673860
541,dayr hafir,36.1569,37.7078,18.360000000000014,45,100,2.48,SY,1699673860
542,cannonvale,-20.2833,148.7,26.660000000000025,65,39,6.94,AU,1699673860
543,sena madureira,-9.0656,-68.6569,25.410000000000025,72,24,0.96,BR,1699673861
544,kuanda,56.3161,116.0806,-11.529999999999973,78,86,1.58,RU,1699673861
545,juan de herrera,18.874,-71.2383,22.370000000000005,84,84,0.88,DO,1699673861
546,sabya,17.1495,42.6254,26.79000000000002,61,96,2.09,SA,1699673862
547,suda,59.1525,37.5582,4.060000000000002,91,100,3.39,RU,1699673862
548,humberto de campos,-2.5983,-43.4611,25.960000000000036,79,35,4.77,BR,1699673863
549,aktau,43.65,51.2,3.32000000000005,62,6,4.53,KZ,1699673863
550,hovd,48.0056,91.6419,-3.769999999999982,85,100,1.41,MN,1699673864
551,noshiro,40.2039,140.0242,6.460000000000036,74,100,8.43,JP,1699673864
552,alofi,-19.0595,-169.9187,24.939999999999998,94,100,1.54,NU,1699673864
553,axim,4.8699,-2.2405,25.54000000000002,89,66,3.78,GH,1699673865
554,la baneza,42.3003,-5.8977,13.53000000000003,95,95,4.59,ES,1699673865
555,sao joao da barra,-21.6403,-41.0511,22.120000000000005,91,2,0.79,BR,1699673865
556,port macquarie,-31.4333,152.9167,26.05000000000001,64,0,7.82,AU,1699673866
557,caburan,5.9181,125.6411,29.689999999999998,71,15,4.09,PH,1699673866
558,champoton,19.35,-90.7167,25.110000000000014,83,65,2.62,MX,1699673573
559,corn island,12.1694,-83.0418,28.760000000000048,81,99,7.04,NI,1699673867
560,tawau,4.2498,117.8871,32.07000000000005,74,76,1.62,MY,1699673868
561,ryotsu-minato,38.0833,138.4333,8.260000000000048,64,80,6.19,JP,1699673868
562,grand island,40.925,-98.342,6.970000000000027,52,75,5.66,US,1699673869
563,sitka,57.0531,-135.33,6.939999999999998,76,100,5.66,US,1699673869
564,muisne,0.6,-80.0333,24.74000000000001,83,100,3.67,EC,1699673869
565,shenjiamen,29.9576,122.298,16.420000000000016,70,100,6.44,CN,1699673870
566,qui nhon,13.7667,109.2333,28.150000000000034,78,53,3.3,VN,1699673870
567,abqaiq,25.9371,49.6776,24.58000000000004,64,100,1.6,SA,1699673870
568,phon charoen,18.0333,103.1667,33.370000000000005,63,61,1.79,TH,1699673871
